ю╖д║,цЬа╓юо╫ц,цЬа╓аж╠Б,фР╠у╟╙,цж╪р╟╙,цж╢К╟╙
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-06 01:00,H,99948,99940,99950
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-06 02:00,H,99963,99960,99970
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-06 03:00,H,99958,99950,99970
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-06 04:00,H,99950,99940,99960
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-06 05:00,H,99972,99950,99980
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-06 06:00,H,99998,99990,100010
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-06 07:00,H,100030,100030,100030
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-06 08:00,H,100047,100030,100060
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-06 09:00,H,100057,100050,100070
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-06 10:00,H,100058,100050,100060
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-06 11:00,H,100040,100030,100050
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-06 12:00,H,100010,100000,100020
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-06 13:00,H,99977,99960,99990
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-06 14:00,H,99958,99950,99970
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-06 15:00,H,99920,99900,99940
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-06 16:00,H,99897,99890,99900
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-06 17:00,H,99923,99910,99940
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-06 18:00,H,99967,99940,99980
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-06 19:00,H,100033,99990,100090
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-06 20:00,H,100135,100090,100170
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-06 21:00,H,100190,100170,100210
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-06 22:00,H,100237,100220,100260
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-06 23:00,H,100270,100260,100280
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-07 00:00,H,100280,100280,100280
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-07 01:00,H,100287,100280,100300
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-07 02:00,H,100303,100300,100310
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-07 03:00,H,100307,100300,100310
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-07 04:00,H,100315,100310,100320
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-07 05:00,H,100330,100310,100350
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-07 06:00,H,100382,100360,100390
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-07 07:00,H,100412,100400,100420
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-07 08:00,H,100418,100410,100430
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-07 09:00,H,100442,100430,100450
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-07 10:00,H,100450,100440,100460
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-07 11:00,H,100423,100410,100440
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-07 12:00,H,100367,100340,100400
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-07 13:00,H,100307,100280,100330
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-07 14:00,H,100250,100240,100270
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-07 15:00,H,100213,100210,100230
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-07 16:00,H,100202,100200,100210
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-07 17:00,H,100182,100170,100190
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-07 18:00,H,100192,100180,100210
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-07 19:00,H,100237,100210,100270
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-07 20:00,H,100287,100270,100300
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-07 21:00,H,100328,100310,100340
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-07 22:00,H,100353,100350,100360
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-07 23:00,H,100363,100360,100370
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-08 00:00,H,100352,100350,100360
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-08 01:00,H,100358,100350,100360
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-08 02:00,H,100367,100360,100380
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-08 03:00,H,100370,100370,100370
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-08 04:00,H,100373,100370,100380
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-08 05:00,H,100373,100370,100380
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-08 06:00,H,100395,100380,100400
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-08 07:00,H,100397,100390,100400
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-08 08:00,H,100380,100370,100390
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-08 09:00,H,100367,100360,100370
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-08 10:00,H,100333,100310,100360
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-08 11:00,H,100263,100220,100300
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-08 12:00,H,100185,100150,100220
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-08 13:00,H,100110,100080,100140
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-08 14:00,H,100033,100000,100070
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-08 15:00,H,99978,99960,100000
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-08 16:00,H,99955,99950,99960
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-08 17:00,H,99950,99950,99950
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-08 18:00,H,99950,99950,99950
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-08 19:00,H,99970,99950,99990
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-08 20:00,H,100017,100000,100020
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-08 21:00,H,100020,100010,100030
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-08 22:00,H,100012,100010,100020
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-08 23:00,H,100005,100000,100010
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-09 00:00,H,99993,99990,100000
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-09 01:00,H,99993,99990,100000
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-09 02:00,H,100002,99990,100010
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-09 03:00,H,99997,99990,100010
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-09 04:00,H,100018,100010,100030
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-09 05:00,H,100035,100020,100040
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-09 06:00,H,100062,100050,100070
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-09 07:00,H,100080,100070,100090
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-09 08:00,H,100062,100050,100070
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-09 09:00,H,100043,100030,100050
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-09 10:00,H,100027,100020,100030
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-09 11:00,H,100020,100020,100020
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-09 12:00,H,99900,99900,99900
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-09 13:00,H,99878,99870,99900
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-09 16:00,H,99763,99760,99770
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-09 17:00,H,99777,99770,99780
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-09 18:00,H,99790,99770,99810
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-09 19:00,H,99843,99810,99870
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-09 20:00,H,99903,99890,99920
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-09 21:00,H,99937,99930,99940
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-09 22:00,H,99950,99940,99960
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-09 23:00,H,99942,99930,99950
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-10 00:00,H,99925,99920,99940
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-10 01:00,H,99917,99910,99920
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-10 02:00,H,99917,99910,99920
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-10 03:00,H,99903,99900,99910
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-10 04:00,H,99915,99910,99920
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-10 05:00,H,99925,99910,99940
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-10 06:00,H,99970,99950,99980
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-10 07:00,H,99987,99980,99990
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-10 08:00,H,99995,99990,100000
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-10 09:00,H,99995,99990,100000
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-10 10:00,H,99968,99930,99990
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-10 11:00,H,99903,99880,99930
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-10 12:00,H,99837,99800,99870
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-10 13:00,H,99777,99750,99800
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-10 14:00,H,99717,99690,99750
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-10 15:00,H,99692,99690,99700
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-10 16:00,H,99697,99690,99710
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-10 17:00,H,99710,99710,99710
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-10 18:00,H,99732,99720,99760
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-10 19:00,H,99778,99760,99800
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-10 20:00,H,99823,99800,99850
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-10 21:00,H,99832,99820,99840
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-10 22:00,H,99813,99810,99820
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-10 23:00,H,99803,99800,99810
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-11 00:00,H,99778,99770,99790
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-11 01:00,H,99765,99760,99770
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-11 02:00,H,99765,99750,99780
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-11 03:00,H,99770,99760,99780
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-11 04:00,H,99740,99730,99750
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-11 05:00,H,99760,99730,99790
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-11 06:00,H,99795,99790,99800
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-11 07:00,H,99802,99790,99820
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-11 08:00,H,99802,99790,99820
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-11 09:00,H,99835,99820,99850
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-11 10:00,H,99827,99810,99850
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-11 11:00,H,99798,99780,99810
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-11 12:00,H,99737,99690,99780
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-11 13:00,H,99680,99640,99710
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-11 14:00,H,99623,99620,99630
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-11 15:00,H,99615,99600,99630
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-11 16:00,H,99617,99610,99630
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-11 17:00,H,99660,99640,99690
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-11 18:00,H,99702,99700,99710
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-11 19:00,H,99738,99710,99770
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-11 20:00,H,99832,99800,99860
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-11 21:00,H,99875,99850,99890
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-11 22:00,H,99895,99880,99910
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-11 23:00,H,99932,99910,99950
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-12 00:00,H,99942,99930,99950
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-12 01:00,H,99915,99910,99930
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-12 02:00,H,99897,99890,99900
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-12 03:00,H,99875,99870,99880
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-12 04:00,H,99907,99900,99920
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-12 05:00,H,99943,99920,99970
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-12 06:00,H,100013,99980,100030
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-12 07:00,H,100023,100010,100040
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-12 08:00,H,100007,100000,100010
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-12 09:00,H,100008,100000,100020
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-12 10:00,H,99982,99960,100000
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-12 11:00,H,99930,99910,99940
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-12 12:00,H,99887,99870,99910
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-12 13:00,H,99860,99840,99870
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-12 14:00,H,99825,99810,99840
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-12 15:00,H,99768,99760,99780
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-12 16:00,H,99758,99750,99770
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-12 17:00,H,99763,99760,99770
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-12 18:00,H,99788,99760,99820
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-12 19:00,H,99870,99830,99910
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-12 20:00,H,99945,99920,99960
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-12 21:00,H,99975,99960,99980
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-12 22:00,H,99990,99980,100000
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-12 23:00,H,99990,99980,100000
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-13 00:00,H,99985,99980,99990
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-13 01:00,H,99975,99960,99980
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-13 02:00,H,99968,99960,99970
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-13 03:00,H,99970,99960,99980
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-13 04:00,H,99993,99990,100000
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-13 05:00,H,99993,99980,100010
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-13 06:00,H,100028,100020,100040
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-13 07:00,H,100047,100040,100060
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-13 08:00,H,100078,100060,100100
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-13 09:00,H,100137,100110,100160
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-13 10:00,H,100170,100170,100170
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-13 11:00,H,100157,100150,100160
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-13 12:00,H,100123,100090,100150
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-13 13:00,H,100058,100040,100080
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-13 14:00,H,100022,100010,100030
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-13 15:00,H,99987,99970,100010
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-13 16:00,H,99992,99990,100000
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-13 17:00,H,99995,99980,100000
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-13 18:00,H,99985,99980,99990
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-13 19:00,H,99990,99970,100000
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-13 20:00,H,100033,100000,100060
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-13 21:00,H,100035,100010,100060
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-13 22:00,H,100048,100020,100060
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-13 23:00,H,100055,100030,100070
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-14 00:00,H,100007,99980,100020
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-14 01:00,H,99977,99950,99990
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-14 02:00,H,99957,99930,99970
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-14 03:00,H,99963,99950,99980
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-14 04:00,H,99940,99930,99960
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-14 05:00,H,99950,99940,99970
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-14 06:00,H,100003,99970,100030
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-14 07:00,H,100062,100040,100080
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-14 08:00,H,100092,100080,100100
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-14 09:00,H,100127,100120,100130
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-14 10:00,H,100155,100140,100170
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-14 11:00,H,100173,100160,100190
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-14 12:00,H,100155,100150,100160
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-14 13:00,H,100135,100130,100140
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-14 14:00,H,100122,100100,100130
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-14 15:00,H,100095,100070,100110
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-14 16:00,H,100118,100110,100120
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-14 17:00,H,100135,100120,100150
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-14 18:00,H,100197,100170,100220
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-14 19:00,H,100227,100220,100240
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-14 20:00,H,100283,100270,100310
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-14 21:00,H,100325,100310,100350
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-14 22:00,H,100342,100340,100350
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-14 23:00,H,100352,100340,100360
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-15 00:00,H,100343,100340,100350
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-15 01:00,H,100323,100310,100340
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-15 02:00,H,100292,100270,100310
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-15 03:00,H,100300,100290,100310
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-15 04:00,H,100297,100290,100300
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-15 05:00,H,100282,100230,100320
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-15 06:00,H,100302,100250,100330
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-15 07:00,H,100323,100310,100340
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-15 08:00,H,100334,100310,100350
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-15 09:00,H,100353,100340,100360
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-15 10:00,H,100347,100340,100350
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-15 11:00,H,100308,100280,100350
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-15 12:00,H,100288,100270,100300
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-15 13:00,H,100195,100150,100250
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-15 14:00,H,100150,100110,100180
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-15 15:00,H,100120,100110,100130
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-15 16:00,H,100107,100100,100120
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-15 17:00,H,100112,100100,100120
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-15 18:00,H,100103,100090,100120
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-15 19:00,H,100128,100100,100160
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-15 20:00,H,100182,100160,100200
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-15 21:00,H,100208,100200,100220
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-15 22:00,H,100183,100170,100200
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-15 23:00,H,100167,100160,100180
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-16 00:00,H,100152,100140,100160
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-16 01:00,H,100137,100120,100150
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-16 02:00,H,100118,100100,100130
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-16 03:00,H,100143,100130,100160
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-16 04:00,H,100117,100100,100130
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-16 05:00,H,100122,100110,100130
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-16 06:00,H,100143,100120,100170
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-16 07:00,H,100157,100140,100160
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-16 08:00,H,100158,100130,100180
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-16 09:00,H,100137,100120,100170
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-16 10:00,H,100127,100120,100130
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-16 11:00,H,100088,100070,100110
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-16 12:00,H,100050,100030,100060
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-16 13:00,H,99997,99970,100020
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-16 14:00,H,99948,99940,99960
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-16 15:00,H,99943,99920,99960
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-16 16:00,H,99940,99920,99980
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-16 17:00,H,99973,99970,99980
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-16 18:00,H,99883,99820,99950
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-16 19:00,H,99793,99770,99830
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-16 20:00,H,99890,99800,99930
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-16 21:00,H,99935,99930,99940
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-16 22:00,H,99923,99920,99930
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-16 23:00,H,99900,99880,99920
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-17 00:00,H,99882,99870,99890
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-17 01:00,H,99880,99870,99890
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-17 02:00,H,99857,99830,99890
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-17 03:00,H,99808,99790,99830
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-17 04:00,H,99815,99790,99830
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-17 05:00,H,99820,99800,99850
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-17 06:00,H,99840,99820,99870
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-17 07:00,H,99873,99860,99890
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-17 08:00,H,99862,99840,99890
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-17 09:00,H,99940,99900,99980
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-17 10:00,H,99962,99950,99970
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-17 11:00,H,99923,99880,99950
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-17 12:00,H,99835,99810,99880
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-17 13:00,H,99795,99780,99810
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-17 14:00,H,99760,99740,99780
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-17 15:00,H,99727,99710,99740
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-17 16:00,H,99738,99730,99750
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-17 17:00,H,99768,99760,99780
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-17 18:00,H,99800,99780,99820
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-17 19:00,H,99835,99820,99870
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-17 20:00,H,99908,99880,99950
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-17 21:00,H,99957,99950,99960
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-17 22:00,H,99950,99940,99960
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-17 23:00,H,99960,99940,99980
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-18 00:00,H,99982,99970,99990
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-18 01:00,H,99997,99980,100000
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-18 02:00,H,99972,99960,99980
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-18 03:00,H,99983,99980,99990
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-18 04:00,H,99988,99980,99990
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-18 05:00,H,100028,100010,100050
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-18 06:00,H,100042,100030,100060
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-18 07:00,H,100085,100070,100100
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-18 08:00,H,100098,100080,100120
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-18 09:00,H,100118,100110,100130
╟ОаЖ╬ою╬AWS(╠╓аж),2023-09-18 10:00,H,100125,100120,100130
